latitude,longitude,Place_Name,Vaccine_Type,Phone,Website,Prescreening_Website,Address,City,Zip,County
40.853345,-82.336966,Discount Drug Mart Inc #44,Moderna - Ages 12 years and older,419-281-7880,http://covid.discount-drugmart.com,http://covid.discount-drugmart.com,1631 Claremont Ave,Ashland,44805,Ashland County
40.853345,-82.336966,Discount Drug Mart Inc #44,Pfizer-BioNTech - Ages 12 years and older,419-281-7880,http://covid.discount-drugmart.com,http://covid.discount-drugmart.com,1631 Claremont Ave,Ashland,44805,Ashland County
40.547093,-82.844799,Discount Drug Mart Inc #81,Moderna - Ages 12 years and older,419-947-1404,http://covid.discount-drugmart.com,http://covid.discount-drugmart.com,525 W Marion Rd,Mount Gilead,43338,Morrow County
39.950854,-83.796996,Clark County Combined Health District,Pfizer-BioNTech - Ages 5 through 11 years,(937) 717-2439,NA,http://gettheshot.coronavirus.ohio.gov,529 E. Home Road,Springfield,45503,Clark County
39.950854,-83.796996,Clark County Combined Health District,Pfizer-BioNTech - Ages 6 months through 4 years,(937) 717-2439,NA,http://gettheshot.coronavirus.ohio.gov,529 E. Home Road,Springfield,45503,Clark County
39.936418,-84.02461,Rite Aid #RA102629,Moderna - Ages 12 years and older,937-845-2042,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,120 SOUTH MAIN STREET,NEW CARLISLE,45344-1951,Clark County
39.950854,-83.796996,Clark County Combined Health District,Moderna - Ages 12 years and older,(937) 717-2439,NA,http://gettheshot.coronavirus.ohio.gov,529 E. Home Road,Springfield,45503,Clark County
39.327901,-82.115509,The Drugstore at O'Bleness #3675040,Moderna - Ages 6 months through 11 years,(740) 566-4690,https://thedrugstoreatobleness.com,https://gettheshot.coronavirus.ohio.gov/,75 Hospital Drive Suite 130,ATHENS,45701,Athens County
39.936418,-84.02461,Rite Aid #RA102629,Pfizer-BioNTech - Ages 12 years and older,937-845-2042,https://www.riteaid.com,https://www.riteaid.com/pharmacy/scheduler,120 SOUTH MAIN STREET,NEW CARLISLE,45344-1951,Clark County
39.327901,-82.115509,The Drugstore at O'Bleness #3675040,Moderna - Ages 12 years and older,(740) 566-4690,https://thedrugstoreatobleness.com,https://gettheshot.coronavirus.ohio.gov/,75 Hospital Drive Suite 130,ATHENS,45701,Athens County
39.28889,-84.456482,Sams Club #10-8132,Moderna - Ages 12 years and older,5136712016,https://www.samsclub.com/club/8132,https://www.samsclub.com/pharmacy/immunization?imzType=covid,800 Kemper Commons Cir,Cincinnati,45246-2544,Hamilton County
40.084808,-82.974895,Happy Druggist Pharmacy  KRD #3640605,Moderna - Ages 12 years and older,(614) 847-3784,http://druggist4u.com,http://gettheshot.coronavirus.ohio.gov,5770 KARL RD,Columbus,43229,Franklin County
40.075035,-80.878768,Sams Club #10-6556,Moderna - Ages 12 years and older,7406950198,https://www.samsclub.com/club/6556,https://www.samsclub.com/pharmacy/immunization?imzType=covid,50555 Valley Plaza Dr,Saint Clairsville,43950-1757,Belmont County
41.463964,-81.60377,Walgreens Co. #3256,Pfizer-BioNTech - Ages 12 years and older,216-751-2902,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,11401 UNION AVE,CLEVELAND,44105-1801,Cuyahoga County
40.71789,-81.594384,Brewster Family Pharmacy #3660897,Moderna - Ages 6 months through 11 years,(330) 767-3436,https://brewsterpharmacy.com/,http://gettheshot.coronavirus.ohio.gov,360 North Wabash Avenue,Brewster,44613,Stark County
40.71789,-81.594384,Brewster Family Pharmacy #3660897,Pfizer-BioNTech - Ages 12 years and older,(330) 767-3436,https://brewsterpharmacy.com/,http://gettheshot.coronavirus.ohio.gov,360 North Wabash Avenue,Brewster,44613,Stark County
40.71789,-81.594384,Brewster Family Pharmacy #3660897,Moderna - Ages 12 years and older,(330) 767-3436,https://brewsterpharmacy.com/,http://gettheshot.coronavirus.ohio.gov,360 North Wabash Avenue,Brewster,44613,Stark County
40.769231,-82.593597,Avita Ontario Pharmacy,Moderna - Ages 12 years and older,(567) 307-7570,https://pharmacyfinder.rxlocal.com/pharmacyFinder/patient/scheduling/appointmentregistration?locationid=18b9d8ca-660f-42de-bddb-eec536d44fe1,http://gettheshot.coronavirus.ohio.gov,600 Richland Mall,Mansfield,44906,Richland County
41.040798,-81.4917,Walgreens Co. #3281,Pfizer-BioNTech - Ages 12 years and older,330-773-0857,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1130 S ARLINGTON ST,AKRON,44306-3527,Summit County
39.910467,-82.779627,Walgreens Co. #12008,Pfizer-BioNTech - Ages 12 years and older,614-751-1736,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1101 HILL RD N,PICKERINGTON,43147-8887,Fairfield County
41.51941,-81.476197,Walgreens Co. #11558,Moderna - Ages 12 years and older,440-646-2314,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5644 MAYFIELD RD,LYNDHURST,44124-2916,Cuyahoga County
41.448396,-81.564099,Walgreens Co. #6659,Moderna - Ages 12 years and older,216-561-1318,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4071 LEE RD,CLEVELAND,44128-2100,Cuyahoga County
39.250247,-84.297577,Walgreens Co. #6191,Moderna - Ages 12 years and older,513-683-5615,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,10529 LOVELAND MADEIRA RD,LOVELAND,45140-8963,Hamilton County
41.351278,-81.76049,Walgreens Co. #10328,Moderna - Ages 12 years and older,440-845-4903,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,7888 YORK RD,PARMA,44130-7314,Cuyahoga County
41.643084,-81.436797,Walgreens Co. #13058,Moderna - Ages 12 years and older,440-918-0700,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,35279 VINE ST,WILLOWICK,44095-3140,Lake County
40.759687,-82.552357,Walgreens Co. #9047,Pfizer-BioNTech - Ages 12 years and older,419-529-3790,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1000 PARK AVE W,MANSFIELD,44906-2810,Richland County
41.387044,-83.651218,Walgreens Co. #10868,Pfizer-BioNTech - Ages 12 years and older,419-352-1645,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1013 N MAIN ST,BOWLING GREEN,43402-1302,Wood County
41.128979,-81.610429,Walgreens Co. #11143,Moderna - Ages 12 years and older,330-867-1946,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,3009 W MARKET ST,FAIRLAWN,44333-3610,Summit County
41.401369,-81.595546,Walgreens Co. #4684,Moderna - Ages 12 years and older,216-587-2943,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,12777 ROCKSIDE RD,GARFIELD HEIGHTS,44125-4526,Cuyahoga County
41.53175,-81.580832,Walgreens Co. #21259,Pfizer-BioNTech - Ages 12 years and older,216-851-1472,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,14501 EUCLID AVE,CLEVELAND,44112,Cuyahoga County
39.030912,-84.220906,Walgreens Co. #7489,Pfizer-BioNTech - Ages 12 years and older,513-752-7131,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,57 W MAIN ST,AMELIA,45102-1737,Clermont County
41.061933,-80.711653,Walgreens Co. #9903,Pfizer-BioNTech - Ages 12 years and older,330-797-3205,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,3800 TIPPECANOE RD,YOUNGSTOWN,44511-3310,Mahoning County
40.451803,-80.611839,Walgreens Co. #19910,Pfizer-BioNTech - Ages 12 years and older,740-537-9425,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1820 FRANKLIN ST,TORONTO,43964-1949,Jefferson County
40.145476,-82.924153,Walgreens Co. #7940,Pfizer-BioNTech - Ages 12 years and older,614-865-0352,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,748 N STATE ST,WESTERVILLE,43082-9066,Delaware County
41.155991,-80.568235,Walgreens Co. #9669,Pfizer-BioNTech - Ages 12 years and older,330-534-4519,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,15 S MAIN ST,HUBBARD,44425-2154,Trumbull County
41.247372,-82.618545,Walgreens Co. #10956,Pfizer-BioNTech - Ages 12 years and older,419-668-0424,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4 E LEAGUE ST,NORWALK,44857-1308,Huron County
40.147263,-82.991565,Walgreens Co. #13007,Moderna - Ages 12 years and older,614-781-1037,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1040 POLARIS PKWY,COLUMBUS,43240-2005,Delaware County
40.372407,-80.681109,Walgreens Co. #17303,Moderna - Ages 12 years and older,740-264-0611,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4402 SUNSET BOULEVARD,STEUBENVILLE,43953,Jefferson County
40.158758,-80.706325,Walgreens Co. #18289,Pfizer-BioNTech - Ages 12 years and older,740-859-2449,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,400 PUBLIC ROAD,YORKVILLE,43971,Jefferson County
39.412028,-81.448456,Walgreens Co. #11293,Pfizer-BioNTech - Ages 12 years and older,740-376-1015,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,300 GREENE ST,MARIETTA,45750-3133,Washington County
41.311897,-81.439487,Walgreens Co. #4775,Pfizer-BioNTech - Ages 12 years and older,330-405-6268,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,9043 DARROW RD,TWINSBURG,44087-2138,Summit County
39.094379000000004,-84.38764,Walgreens Co. #7900,Pfizer-BioNTech - Ages 12 years and older,513-232-7200,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,2203 BEECHMONT AVE,MOUNT WASHINGTON,45230-1518,Hamilton County
41.14927,-81.864181,Walgreens Co. #6458,Moderna - Ages 12 years and older,330-764-4399,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,805 N COURT ST,MEDINA,44256-1718,Medina County
41.870182,-80.782648,Walgreens Co. #9833,Pfizer-BioNTech - Ages 12 years and older,440-992-3522,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,318 W PROSPECT RD,ASHTABULA,44004-5861,Ashtabula County
39.985965,-82.791924,Walgreens Co. #6119,Moderna - Ages 12 years and older,614-367-7923,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,7900 E BROAD ST,BLACKLICK,43004-8240,Franklin County
39.332635,-83.013561,Walgreens Co. #11294,Pfizer-BioNTech - Ages 12 years and older,740-779-1637,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1070 WESTERN AVE,CHILLICOTHE,45601-1174,Ross County
39.762575,-84.252985,Walgreens Co. #5430,Moderna - Ages 12 years and older,937-263-2836,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4121 HOOVER AVE,DAYTON,45402-5246,Montgomery County
39.073032,-84.362174,Walgreens Co. #12831,Moderna - Ages 12 years and older,513-231-8714,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,7135 BEECHMONT AVE,CINCINNATI,45230-4114,Hamilton County
39.990166,-81.158685,Walgreens Co. #17826,Moderna - Ages 12 years and older,740-425-1003,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,901 EAST MAIN STREET,BARNESVILLE,43713-1481,Belmont County
39.16091,-84.456564,Walgreens Co. #7435,Pfizer-BioNTech - Ages 12 years and older,513-731-0062,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4605 MONTGOMERY RD,NORWOOD,45212-2607,Hamilton County
39.249011,-84.597764,Walgreens Co. #4522,Moderna - Ages 12 years and older,513-385-6900,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,9775 COLERAIN AVE,CINCINNATI,45251-1442,Hamilton County
41.679315,-81.302546,Walgreens Co. #4317,Pfizer-BioNTech - Ages 12 years and older,440-255-6247,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,9400 MENTOR AVE,MENTOR,44060-4520,Lake County
40.15458,-83.132147,Walgreens Co. #6116,Pfizer-BioNTech - Ages 12 years and older,614-932-0303,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,9110 DUBLIN RD,POWELL,43065-9588,Delaware County
41.133147,-80.666244,Walgreens Co. #6675,Pfizer-BioNTech - Ages 12 years and older,330-746-4814,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,2560 BELMONT AVE,YOUNGSTOWN,44505-2407,Mahoning County
39.22848,-84.256527,Walgreens Co. #9636,Moderna - Ages 12 years and older,513-697-6574,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6385 BRANCH HILL GUINEA PIKE,LOVELAND,45140-9498,Clermont County
40.102747,-83.160629,Walgreens Co. #6115,Pfizer-BioNTech - Ages 12 years and older,614-336-0431,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6805 HOSPITAL DR,DUBLIN,43016-8556,Franklin County
39.447768,-84.186315,Walgreens Co. #7332,Moderna - Ages 12 years and older,513-934-1212,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,904 COLUMBUS AVE,LEBANON,45036-1402,Warren County
40.7965,-81.524242,Walgreens Co. #15467,Pfizer-BioNTech - Ages 12 years and older,330-481-2042,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,110 LINCOLN WAY W,MASSILLON,44647-6564,Stark County
41.183001,-80.717717,Walgreens Co. #10569,Pfizer-BioNTech - Ages 12 years and older,330-544-7128,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,2249 YOUNGSTOWN WARREN RD,NILES,44446-4567,Trumbull County
41.113388,-81.576694,Walgreens Co. #3276,Moderna - Ages 12 years and older,330-869-2097,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1925 W MARKET ST,AKRON,44313-6911,Summit County
41.401512,-81.990892,Walgreens Co. #9372,Moderna - Ages 12 years and older,440-327-1330,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,33760 CENTER RIDGE RD,NORTH RIDGEVILLE,44039-3255,Lorain County
39.339257,-84.220379,Walgreens Co. #1281,Pfizer-BioNTech - Ages 12 years and older,513-774-0302,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,68 W US HIGHWAY 22 AND 3,MAINEVILLE,45039-9774,Warren County
41.373394,-82.093649,Walgreens Co. #5138,Pfizer-BioNTech - Ages 12 years and older,440-322-7604,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,100 CLEVELAND ST,ELYRIA,44035-6138,Lorain County
41.462237,-81.853257,Walgreens Co. #5550,Pfizer-BioNTech - Ages 12 years and older,440-333-8205,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,21010 CENTER RIDGE RD,ROCKY RIVER,44116-4305,Cuyahoga County
41.157284,-81.241127,Walgreens Co. #10784,Pfizer-BioNTech - Ages 12 years and older,330-298-4297,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,144 E MAIN ST,RAVENNA,44266-3130,Portage County
39.97952,-82.83722,Walgreens Co. #10050,Pfizer-BioNTech - Ages 12 years and older,614-367-7526,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6201 E BROAD ST,COLUMBUS,43213-5500,Franklin County
41.096482,-81.544648,Walgreens Co. #3278,Pfizer-BioNTech - Ages 12 years and older,330-434-4997,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,834 W MARKET ST,AKRON,44303-1034,Summit County
39.188832,-84.602405,Walgreens Co. #4245,Pfizer-BioNTech - Ages 12 years and older,513-662-1459,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5403 N BEND RD,CINCINNATI,45247-7620,Hamilton County
41.476971,-81.800658,Walgreens Co. #9407,Pfizer-BioNTech - Ages 12 years and older,216-221-5898,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,14815 MADISON AVE,LAKEWOOD,44107-4009,Cuyahoga County
39.757987,-84.63704,Walgreens Co. #11846,Pfizer-BioNTech - Ages 12 years and older,937-456-2694,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1213 N BARRON ST,EATON,45320-1013,Preble County
40.110162,-84.622975,Walgreens Co. #10327,Pfizer-BioNTech - Ages 12 years and older,937-547-9324,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1000 E MAIN ST,GREENVILLE,45331-2802,Darke County
40.836404,-81.424842,Walgreens Co. #4983,Pfizer-BioNTech - Ages 12 years and older,330-493-8431,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4024 FULTON DR NW,CANTON,44718-2866,Stark County
39.7898,-84.020117,Walgreens Co. #6990,Pfizer-BioNTech - Ages 12 years and older,937-878-2889,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,183 E DAYTON YELLOW SPRINGS RD,FAIRBORN,45324-3465,Greene County
41.462615,-81.645113,Walgreens Co. #21316,Pfizer-BioNTech - Ages 12 years and older,216-883-0183,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6401 BROADWAY AVE,CLEVELAND,44105,Cuyahoga County
39.337577,-84.341839,Walgreens Co. #5205,Pfizer-BioNTech - Ages 12 years and older,513-754-1443,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1086 READING RD,MASON,45040-1399,Warren County
39.18614,-84.364309,Walgreens Co. #4731,Pfizer-BioNTech - Ages 12 years and older,513-272-3409,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6901 MIAMI AVE,MADEIRA,45243-2632,Hamilton County
39.087285,-84.321435,Walgreens Co. #2875,Moderna - Ages 12 years and older,513-474-4723,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1982 EIGHT MILE RD,CINCINNATI,45255-2609,Hamilton County
39.387721,-84.452989,Walgreens Co. #9520,Moderna - Ages 12 years and older,513-737-1993,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5011 PRINCETON RD,HAMILTON,45011-9737,Butler County
40.030676,-82.437952,Walgreens Co. #10810,Moderna - Ages 12 years and older,740-522-6523,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,764 HEBRON RD,HEATH,43056-1354,Licking County
41.721408,-83.624783,Walgreens Co. #9337,Pfizer-BioNTech - Ages 12 years and older,419-472-8615,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5815 SECOR RD,TOLEDO,43623-1421,Lucas County
39.862425,-84.310717,Walgreens Co. #12832,Moderna - Ages 12 years and older,937-836-5714,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,775 W WENGER RD,ENGLEWOOD,45322-3600,Montgomery County
39.508139,-84.749912,Walgreens Co. #9906,Pfizer-BioNTech - Ages 12 years and older,513-523-4683,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,200 S LOCUST ST,OXFORD,45056-1718,Butler County
41.635497,-83.516121,Walgreens Co. #5319,Moderna - Ages 12 years and older,419-693-4086,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,925 WOODVILLE RD,TOLEDO,43605-3060,Lucas County
39.294807,-84.391769,Walgreens Co. #4893,Moderna - Ages 12 years and older,513-769-8188,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,12110 LEBANON RD,SHARONVILLE,45241-1739,Hamilton County
41.54298,-83.587689,Walgreens Co. #9409,Pfizer-BioNTech - Ages 12 years and older,419-872-8247,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,10003 FREMONT PIKE,PERRYSBURG,43551-3330,Wood County
41.605266,-83.665512,Walgreens Co. #5323,Pfizer-BioNTech - Ages 12 years and older,419-867-3529,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1910 S REYNOLDS RD,TOLEDO,43614-1438,Lucas County
41.314335,-81.515239,Walgreens Co. #7719,Pfizer-BioNTech - Ages 12 years and older,330-468-4800,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,663 E AURORA RD,MACEDONIA,44056-1805,Summit County
41.103936,-80.711826,Walgreens Co. #11964,Moderna - Ages 12 years and older,330-270-5861,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,40 N MERIDIAN RD,YOUNGSTOWN,44509-2034,Mahoning County
39.74699,-84.170847,Walgreens Co. #4975,Pfizer-BioNTech - Ages 12 years and older,937-254-2156,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1542 WAYNE AVE,DAYTON,45410-1708,Montgomery County
39.343342,-84.460827,Walgreens Co. #6682,Pfizer-BioNTech - Ages 12 years and older,513-860-4753,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,8614 PRINCETON GLENDALE RD,WEST CHESTER,45069-1839,Butler County
41.368177,-81.805096,Walgreens Co. #5031,Pfizer-BioNTech - Ages 12 years and older,440-886-2353,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,7260 PEARL RD,MIDDLEBURG HEIGHTS,44130-4873,Cuyahoga County
41.417284,-81.57334,Walgreens Co. #21290,Moderna - Ages 12 years and older,216-663-5103,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,15500 BROADWAY,MAPLE HEIGHTS,44137,Cuyahoga County
41.240296,-81.344664,Walgreens Co. #9346,Pfizer-BioNTech - Ages 12 years and older,330-422-0502,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,9166 STATE ROUTE 43,STREETSBORO,44241-5322,Portage County
41.419424,-82.20815,Walgreens Co. #6574,Pfizer-BioNTech - Ages 12 years and older,440-960-7225,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5411 LEAVITT RD,LORAIN,44053-2155,Lorain County
41.361923,-81.683713,Walgreens Co. #4202,Pfizer-BioNTech - Ages 12 years and older,216-901-9782,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,127 E PLEASANT VALLEY RD,SEVEN HILLS,44131-5601,Cuyahoga County
39.307412,-84.563091,Walgreens Co. #3672,Pfizer-BioNTech - Ages 12 years and older,513-825-3862,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,2335 JOHN GRAY RD,CINCINNATI,45231-1036,Hamilton County
41.372165,-81.852568,Walgreens Co. #1234,Moderna - Ages 12 years and older,440-891-9422,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6 E BAGLEY RD,BEREA,44017-2009,Cuyahoga County
39.639708,-84.266313,Walgreens Co. #4520,Pfizer-BioNTech - Ages 12 years and older,937-859-3879,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1260 E CENTRAL AVE,MIAMISBURG,45342-3546,Montgomery County
41.024621,-80.615953,Walgreens Co. #7861,Moderna - Ages 12 years and older,330-757-4752,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,30 W MCKINLEY WAY,POLAND,44514-1988,Mahoning County
39.093538,-84.617433,Walgreens Co. #10493,Pfizer-BioNTech - Ages 12 years and older,513-922-6331,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,398 ANDERSON FERRY RD,CINCINNATI,45238-5695,Hamilton County
41.238888,-81.840699,Walgreens Co. #5431,Pfizer-BioNTech - Ages 12 years and older,330-220-3225,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1337 PEARL RD,BRUNSWICK,44212-2807,Medina County
40.053567,-83.048823,Walgreens Co. #9540,Pfizer-BioNTech - Ages 12 years and older,614-326-0689,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4530 KENNY RD,COLUMBUS,43220-3509,Franklin County
41.802472,-81.047778,Walgreens Co. #10518,Pfizer-BioNTech - Ages 12 years and older,440-428-3330,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6707 N RIDGE RD,MADISON,44057-2656,Lake County
39.68205,-84.167658,Walgreens Co. #4639,Pfizer-BioNTech - Ages 12 years and older,937-396-1358,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,4497 FAR HILLS AVE,KETTERING,45429-2405,Montgomery County
41.145442,-81.507734,Walgreens Co. #3572,Moderna - Ages 12 years and older,330-928-5444,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,2645 STATE RD,CUYAHOGA FALLS,44223-1642,Summit County
41.422679,-81.61061,Walgreens Co. #2226,Pfizer-BioNTech - Ages 12 years and older,216-581-6791,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5090 TURNEY RD,GARFIELD HEIGHTS,44125-2603,Cuyahoga County
41.608384,-81.439134,Walgreens Co. #4294,Moderna - Ages 12 years and older,440-946-4357,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5881 SOM CENTER RD,WILLOUGHBY,44094-3036,Lake County
41.427244,-81.894911,Walgreens Co. #12445,Moderna - Ages 12 years and older,440-716-0437,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,24590 LORAIN RD,NORTH OLMSTED,44070-2169,Cuyahoga County
39.979821,-82.018247,Walgreens Co. #7392,Moderna - Ages 12 years and older,740-588-0690,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1033 MILITARY RD,ZANESVILLE,43701-1342,Muskingum County
39.406923,-84.572905,Walgreens Co. #7239,Moderna - Ages 12 years and older,513-867-0252,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,562 MAIN ST,HAMILTON,45013-3222,Butler County
41.445612,-82.165669,Walgreens Co. #10222,Moderna - Ages 12 years and older,440-244-0593,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,2730 BROADWAY,LORAIN,44052-4836,Lorain County
39.396613,-84.548842,Walgreens Co. #5203,Pfizer-BioNTech - Ages 12 years and older,513-868-1667,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1090 HIGH ST,HAMILTON,45011-6013,Butler County
39.201537,-84.222222,Walgreens Co. #7637,Pfizer-BioNTech - Ages 12 years and older,513-575-3469,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1243 STATE ROUTE 28,MILFORD,45150-2248,Clermont County
41.705518,-81.360671,Walgreens Co. #5820,Moderna - Ages 12 years and older,440-209-8391,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,6101 ANDREWS RD,MENTOR ON THE LAKE,44060-2864,Lake County
41.098969,-80.764309,Walgreens Co. #6589,Moderna - Ages 12 years and older,330-792-4785,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,5501 MAHONING AVE,AUSTINTOWN,44515-2316,Mahoning County
41.395336,-81.541066,Walgreens Co. #10220,Pfizer-BioNTech - Ages 12 years and older,440-232-6500,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,520 BROADWAY AVE,BEDFORD,44146-2724,Cuyahoga County
39.257839,-84.803779,Walgreens Co. #7470,Moderna - Ages 12 years and older,513-367-2127,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,1032 HARRISON AVE,HARRISON,45030-1522,Hamilton County
39.891244,-82.997611,Walgreens Co. #1317,Moderna - Ages 12 years and older,614-497-3745,https://www.walgreens.com,https://www.walgreens.com/findcare/vaccination/covid-19,3445 S HIGH ST,COLUMBUS,43207-3693,Franklin County
